AgentID,DeferralRate,IsParticipating,EmploymentStatus,Year
DUMMY_EX_763787_008329,0.03,True,Active Continuous,2026
103,0.06,True,Active Continuous,2026
DUMMY_EX_120570_007324,0.03,True,Active Continuous,2026
DUMMY_EX_351520_005192,0.06,True,Active Continuous,2026
DUMMY_EX_630910_006935,0.02,True,Active Continuous,2026
DUMMY_EX_750776_008335,0.03,True,Active Continuous,2026
DUMMY_EX_373708_004906,0.03,True,Active Continuous,2026
DUMMY_EX_728120_001651,0.03,True,Active Continuous,2026
1070,0.06,True,Active Continuous,2026
DUMMY_EX_520787_008794,0.03,True,Active Continuous,2026
DUMMY_EX_559151_004709,0.03,True,Active Continuous,2026
842,0.00,False,Active Continuous,2026
895,0.06,True,Active Continuous,2026
DUMMY_EX_403732_004382,0.1,True,Active Continuous,2026
417,0.06,True,Active Continuous,2026
1267,0.00,False,Active Continuous,2026
DUMMY_EX_656176_004459,0.06,True,Active Continuous,2026
1578,0.1,True,Active Continuous,2026
DUMMY_EX_189889_005272,0.09,True,Active Continuous,2026
DUMMY_EX_889835_008888,0.06,True,Active Continuous,2026
DUMMY_EX_757326_002415,0.03,True,Active Continuous,2026
194,0.1,True,Active Continuous,2026
414,0.06,True,Active Continuous,2026
DUMMY_EX_828866_008278,0.06,True,Active Continuous,2026
DUMMY_EX_135626_002355,0.01,True,Active Continuous,2026
DUMMY_EX_348980_002753,0.1,True,Active Continuous,2026
DUMMY_EX_550928_004909,0.01,True,Active Continuous,2026
DUMMY_EX_141873_006486,0.08,True,Active Continuous,2026
DUMMY_EX_717695_005274,0.01,True,Active Continuous,2026
113,0.06,True,Active Continuous,2026
DUMMY_EX_124495_004359,0.04,True,Active Continuous,2026
DUMMY_EX_339510_006418,0.06,True,Active Continuous,2026
DUMMY_EX_267677_006714,0.02,True,Active Continuous,2026
DUMMY_EX_894823_004423,0.04,True,Active Continuous,2026
DUMMY_EX_559572_006419,0.06,True,Active Continuous,2026
DUMMY_EX_154493_004606,0.01,True,Active Continuous,2026
DUMMY_EX_966816_003555,0.03,True,Active Continuous,2026
1518,0.0600,True,Active Continuous,2026
DUMMY_EX_552430_007993,0.06,True,Active Continuous,2026
DUMMY_EX_160447_009480,0.06,True,Active Continuous,2026
DUMMY_NH_269728_000578,0.1,True,Active Continuous,2026
DUMMY_EX_643094_007983,0.02,True,Active Continuous,2026
DUMMY_EX_175095_002827,0.00,False,Active Continuous,2026
DUMMY_NH_155291_000133,0.05,True,Active Continuous,2026
DUMMY_EX_485414_004205,0.06,True,Active Continuous,2026
DUMMY_EX_708679_005299,0.03,True,Active Continuous,2026
DUMMY_EX_866697_006622,0.01,True,Active Continuous,2026
DUMMY_EX_347651_006824,0.01,True,Active Continuous,2026
DUMMY_EX_701347_007014,0.03,True,Active Continuous,2026
DUMMY_EX_254456_004245,0.1,True,Active Continuous,2026
DUMMY_EX_268705_004170,0.01,True,Active Continuous,2026
DUMMY_EX_480898_002117,0.01,True,Active Continuous,2026
1067,0.03,True,Active Continuous,2026
DUMMY_EX_701079_009240,0.03,True,Active Continuous,2026
1560,0.0600,True,Active Continuous,2026
DUMMY_EX_179377_007172,0.05,True,Active Continuous,2026
DUMMY_EX_970533_007660,0.07,True,Active Continuous,2026
DUMMY_EX_971472_001852,0.05,True,Active Continuous,2026
DUMMY_EX_566160_005408,0.05,True,Active Continuous,2026
DUMMY_EX_116857_002636,0.01,True,Active Continuous,2026
DUMMY_EX_683466_001999,0.03,True,Active Continuous,2026
DUMMY_EX_959805_006066,0.07,True,Active Continuous,2026
DUMMY_EX_965185_003427,0.08,True,Active Continuous,2026
DUMMY_EX_909441_004520,0.03,True,Active Continuous,2026
DUMMY_EX_914844_006185,0.1,True,Active Continuous,2026
DUMMY_EX_817833_009362,0.1,True,Active Continuous,2026
DUMMY_EX_450488_004086,0.03,True,Active Continuous,2026
DUMMY_EX_867119_005476,0.07,True,Active Continuous,2026
DUMMY_EX_582315_001600,0.03,True,Active Continuous,2026
DUMMY_EX_546072_003191,0.1,True,Active Continuous,2026
DUMMY_EX_344733_008533,0.06,True,Active Continuous,2026
798,0.06,True,Active Continuous,2026
DUMMY_EX_664454_009318,0.03,True,Active Continuous,2026
DUMMY_EX_458789_005717,0.03,True,Active Continuous,2026
DUMMY_EX_524907_001777,0.03,True,Active Continuous,2026
DUMMY_EX_693281_008134,0.05,True,Active Continuous,2026
DUMMY_EX_594075_004768,0.03,True,Active Continuous,2026
229,0.0600,True,Active Continuous,2026
DUMMY_EX_130732_004372,0.03,True,Active Continuous,2026
DUMMY_EX_264297_005056,0.02,True,Active Continuous,2026
DUMMY_NH_284979_001395,0.01,True,Active Continuous,2026
DUMMY_EX_593142_003433,0.03,True,Active Continuous,2026
461,0.06,True,Active Continuous,2026
DUMMY_NH_381085_000190,0.03,True,Active Continuous,2026
DUMMY_EX_479514_009007,0.03,True,Active Continuous,2026
DUMMY_EX_550785_006187,0.1,True,Active Continuous,2026
DUMMY_EX_598059_006238,0.08,True,Active Continuous,2026
DUMMY_EX_618715_001972,0.03,True,Active Continuous,2026
DUMMY_EX_797713_002336,0.03,True,Active Continuous,2026
DUMMY_EX_444193_007117,0.03,True,Active Continuous,2026
DUMMY_EX_139856_009670,0.03,True,Active Continuous,2026
DUMMY_EX_833671_007720,0.06,True,Active Continuous,2026
DUMMY_EX_546572_006058,0.03,True,Active Continuous,2026
DUMMY_EX_823947_004500,0.04,True,Active Continuous,2026
DUMMY_EX_953097_005490,0.03,True,Active Continuous,2026
DUMMY_EX_373529_009699,0.03,True,Active Continuous,2026
DUMMY_EX_344175_004736,0.06,True,Active Continuous,2026
DUMMY_EX_551598_003865,0.07,True,Active Continuous,2026
DUMMY_EX_874897_003548,0.03,True,Active Continuous,2026
DUMMY_NH_865271_000466,0.03,True,Active Continuous,2026
DUMMY_EX_768835_009054,0.03,True,Active Continuous,2026
DUMMY_EX_213935_001547,0.07,True,Active Continuous,2026
DUMMY_EX_707398_004399,0.1,True,Active Continuous,2026
1241,0.06,True,Active Continuous,2026
DUMMY_EX_148901_008676,0.03,True,Active Continuous,2026
DUMMY_EX_671896_003725,0.1,True,Active Continuous,2026
DUMMY_EX_284442_004649,0.01,True,Active Continuous,2026
DUMMY_EX_505628_003669,0.06,True,Active Continuous,2026
DUMMY_EX_552389_008660,0.03,True,Active Continuous,2026
DUMMY_EX_635901_005260,0.1,True,Active Continuous,2026
DUMMY_EX_949718_002851,0.03,True,Active Continuous,2026
DUMMY_EX_312634_001538,0.03,True,Active Continuous,2026
DUMMY_EX_592365_008680,0.04,True,Active Continuous,2026
DUMMY_EX_697766_003113,0.07,True,Active Continuous,2026
792,0.06,True,Active Continuous,2026
DUMMY_EX_745484_008773,0.05,True,Active Continuous,2026
DUMMY_EX_943258_003241,0.1,True,Active Continuous,2026
DUMMY_EX_517434_006441,0.03,True,Active Continuous,2026
DUMMY_EX_416172_008714,0.05,True,Active Continuous,2026
DUMMY_NH_108225_000728,0.04,True,Active Continuous,2026
1458,0.0600,True,Active Continuous,2026
DUMMY_EX_305534_006476,0.06,True,Active Continuous,2026
DUMMY_EX_814271_005728,0.03,True,Active Continuous,2026
DUMMY_EX_417304_005927,0.03,True,Active Continuous,2026
DUMMY_EX_711255_009971,0.0600,True,Active Continuous,2026
DUMMY_NH_405807_000428,0.05,True,Active Continuous,2026
DUMMY_EX_262848_004030,0.1,True,Active Continuous,2026
DUMMY_EX_484196_006469,0.03,True,Active Continuous,2026
DUMMY_EX_516046_002724,0.03,True,Active Continuous,2026
DUMMY_EX_896034_003695,0.1,True,Active Continuous,2026
DUMMY_EX_886073_002185,0.03,True,Active Continuous,2026
1363,0.06,True,Active Continuous,2026
DUMMY_EX_941864_009290,0.08,True,Active Continuous,2026
DUMMY_NH_957364_000658,0.03,True,Active Continuous,2026
DUMMY_EX_958164_008100,0.03,True,Active Continuous,2026
DUMMY_EX_442919_009216,0.03,True,Active Continuous,2026
DUMMY_EX_738252_004590,0.03,True,Active Continuous,2026
DUMMY_EX_539219_009543,0.1,True,Active Continuous,2026
DUMMY_EX_218716_003356,0.1,True,Active Continuous,2026
DUMMY_EX_649149_006998,0.06,True,Active Continuous,2026
DUMMY_EX_893664_009615,0.09,True,Active Continuous,2026
DUMMY_EX_851444_003456,0.04,True,Active Continuous,2026
1062,0.00,False,Active Continuous,2026
DUMMY_EX_444512_008393,0.04,True,Active Continuous,2026
DUMMY_EX_159131_002879,0.03,True,Active Continuous,2026
DUMMY_EX_646350_003662,0.04,True,Active Continuous,2026
DUMMY_EX_678709_009677,0.03,True,Active Continuous,2026
DUMMY_EX_547912_007503,0.03,True,Active Continuous,2026
DUMMY_EX_952315_005635,0.06,True,Active Continuous,2026
889,0.06,True,Active Continuous,2026
DUMMY_EX_773819_004458,0.1,True,Active Continuous,2026
DUMMY_EX_760304_006048,0.04,True,Active Continuous,2026
DUMMY_NH_513774_000970,0.03,True,Active Continuous,2026
DUMMY_EX_187062_009068,0.07,True,Active Continuous,2026
DUMMY_NH_765275_001003,0.03,True,Active Continuous,2026
DUMMY_EX_312094_007510,0.06,True,Active Continuous,2026
DUMMY_EX_979801_002435,0.03,True,Active Continuous,2026
DUMMY_NH_852373_000425,0.03,True,Active Continuous,2026
DUMMY_EX_574604_002265,0.05,True,Active Continuous,2026
DUMMY_EX_832592_004317,0.04,True,Active Continuous,2026
DUMMY_EX_784626_009679,0.03,True,Active Continuous,2026
DUMMY_EX_632324_009749,0.03,True,Active Continuous,2026
DUMMY_EX_468584_002337,0.03,True,Active Continuous,2026
DUMMY_EX_875721_009314,0.03,True,Active Continuous,2026
DUMMY_EX_371193_003137,0.05,True,Active Continuous,2026
DUMMY_EX_818657_004565,0.1,True,Active Continuous,2026
267,0.1,True,Active Continuous,2026
DUMMY_EX_827864_007394,0.05,True,Active Continuous,2026
DUMMY_EX_117850_004754,0.03,True,Active Continuous,2026
97,0.06,True,Active Continuous,2026
DUMMY_EX_965089_002752,0.1,True,Active Continuous,2026
DUMMY_EX_416925_007590,0.07,True,Active Continuous,2026
80,0.00,False,Active Continuous,2026
1371,0.06,True,Active Continuous,2026
55,0.06,True,Active Continuous,2026
DUMMY_NH_535668_001332,0.1,True,Active Continuous,2026
DUMMY_EX_215392_004607,0.06,True,Active Continuous,2026
DUMMY_EX_697842_005775,0.03,True,Active Continuous,2026
DUMMY_EX_979204_003686,0.05,True,Active Continuous,2026
DUMMY_EX_661698_006993,0.1,True,Active Continuous,2026
DUMMY_EX_972909_008336,0.04,True,Active Continuous,2026
DUMMY_EX_611860_005813,0.06,True,Active Continuous,2026
DUMMY_EX_232073_003028,0.03,True,Active Continuous,2026
DUMMY_EX_588149_009756,0.03,True,Active Continuous,2026
DUMMY_EX_847848_003770,0.05,True,Active Continuous,2026
DUMMY_EX_270463_002120,0.1,True,Active Continuous,2026
521,0.06,True,Active Continuous,2026
DUMMY_EX_823966_005017,0.01,True,Active Continuous,2026
DUMMY_EX_622427_005300,0.03,True,Active Continuous,2026
DUMMY_EX_120114_007653,0.07,True,Active Continuous,2026
DUMMY_EX_661866_005306,0.04,True,Active Continuous,2026
DUMMY_EX_120566_007582,0.05,True,Active Continuous,2026
DUMMY_EX_554830_008645,0.03,True,Active Continuous,2026
DUMMY_NH_145541_000831,0.03,True,Active Continuous,2026
DUMMY_EX_771044_005022,0.04,True,Active Continuous,2026
DUMMY_EX_324972_002731,0.03,True,Active Continuous,2026
630,0.06,True,Active Continuous,2026
DUMMY_EX_508124_006999,0.04,True,Active Continuous,2026
1460,0.00,False,Active Continuous,2026
DUMMY_EX_889226_003130,0.03,True,Active Continuous,2026
DUMMY_EX_978619_002914,0.03,True,Active Continuous,2026
DUMMY_EX_249360_006372,0.03,True,Active Continuous,2026
DUMMY_EX_239935_008478,0.01,True,Active Continuous,2026
DUMMY_NH_848943_001222,0.07,True,Active Continuous,2026
DUMMY_NH_853376_001205,0.1,True,Active Continuous,2026
DUMMY_EX_344856_005930,0.03,True,Active Continuous,2026
59,0.1,True,Active Continuous,2026
DUMMY_EX_822144_005290,0.03,True,Active Continuous,2026
DUMMY_EX_781678_007559,0.02,True,Active Continuous,2026
DUMMY_EX_306309_007825,0.03,True,Active Continuous,2026
DUMMY_EX_989684_001669,0.1,True,Active Continuous,2026
DUMMY_EX_906249_009501,0.00,False,Active Continuous,2026
DUMMY_EX_251600_004395,0.01,True,Active Continuous,2026
DUMMY_EX_908890_007218,0.05,True,Active Continuous,2026
DUMMY_EX_856901_002882,0.01,True,Active Continuous,2026
DUMMY_EX_899680_004456,0.1,True,Active Continuous,2026
DUMMY_EX_869651_005150,0.03,True,Active Continuous,2026
DUMMY_EX_862450_001856,0.01,True,Active Continuous,2026
DUMMY_EX_872124_007728,0.06,True,Active Continuous,2026
DUMMY_EX_732723_006603,0.01,True,Active Continuous,2026
DUMMY_EX_864402_002427,0.03,True,Active Continuous,2026
DUMMY_EX_221676_004194,0.04,True,Active Continuous,2026
372,0.06,True,Active Continuous,2026
DUMMY_EX_873994_008398,0.01,True,Active Continuous,2026
DUMMY_EX_756226_007185,0.05,True,Active Continuous,2026
DUMMY_EX_943266_004830,0.01,True,Active Continuous,2026
DUMMY_EX_794715_002619,0.03,True,Active Continuous,2026
DUMMY_EX_284945_009233,0.01,True,Active Continuous,2026
DUMMY_EX_909233_005845,0.01,True,Active Continuous,2026
DUMMY_EX_406209_004277,0.03,True,Active Continuous,2026
DUMMY_EX_493105_007714,0.03,True,Active Continuous,2026
DUMMY_EX_118246_003643,0.1,True,Active Continuous,2026
DUMMY_NH_157552_000580,0.05,True,Active Continuous,2026
DUMMY_EX_911420_009033,0.03,True,Active Continuous,2026
DUMMY_EX_627024_006848,0.1,True,Active Continuous,2026
DUMMY_EX_993906_007438,0.03,True,Active Continuous,2026
DUMMY_EX_853414_003808,0.06,True,Active Continuous,2026
DUMMY_EX_656869_008731,0.03,True,Active Continuous,2026
DUMMY_EX_831292_006611,0.04,True,Active Continuous,2026
DUMMY_EX_885319_003780,0.04,True,Active Continuous,2026
DUMMY_EX_342658_008395,0.03,True,Active Continuous,2026
DUMMY_EX_303367_006342,0.03,True,Active Continuous,2026
DUMMY_EX_312172_005423,0.04,True,Active Continuous,2026
DUMMY_EX_472325_006488,0.01,True,Active Continuous,2026
DUMMY_EX_314116_005078,0.03,True,Active Continuous,2026
DUMMY_EX_371868_006759,0.03,True,Active Continuous,2026
DUMMY_EX_109742_008108,0.03,True,Active Continuous,2026
DUMMY_EX_853427_006449,0.03,True,Active Continuous,2026
DUMMY_EX_296775_003299,0.1,True,Active Continuous,2026
DUMMY_EX_860650_003869,0.06,True,Active Continuous,2026
DUMMY_EX_841455_003910,0.1,True,Active Continuous,2026
DUMMY_EX_901843_005189,0.06,True,Active Continuous,2026
815,0.1,True,Active Continuous,2026
DUMMY_EX_998477_006298,0.06,True,Active Continuous,2026
DUMMY_NH_723468_000396,0.1,True,Active Continuous,2026
DUMMY_EX_104954_007545,0.03,True,Active Continuous,2026
DUMMY_EX_377713_003823,0.03,True,Active Continuous,2026
DUMMY_EX_369424_008159,0.03,True,Active Continuous,2026
DUMMY_EX_596921_008158,0.03,True,Active Continuous,2026
DUMMY_EX_315944_001751,0.03,True,Active Continuous,2026
DUMMY_EX_782676_007259,0.03,True,Active Continuous,2026
DUMMY_EX_849025_006798,0.03,True,Active Continuous,2026
DUMMY_EX_484009_005530,0.06,True,Active Continuous,2026
DUMMY_NH_336944_000797,0.05,True,Active Continuous,2026
DUMMY_EX_938001_007677,0.1,True,Active Continuous,2026
DUMMY_EX_184342_003263,0.03,True,Active Continuous,2026
DUMMY_EX_172733_002069,0.04,True,Active Continuous,2026
DUMMY_EX_911347_006007,0.06,True,Active Continuous,2026
DUMMY_EX_451711_007774,0.04,True,Active Continuous,2026
DUMMY_EX_974949_004692,0.03,True,Active Continuous,2026
1346,0.06,True,Active Continuous,2026
DUMMY_EX_658886_008283,0.04,True,Active Continuous,2026
DUMMY_EX_504619_008228,0.05,True,Active Continuous,2026
DUMMY_EX_993366_007490,0.1,True,Active Continuous,2026
DUMMY_EX_279750_003516,0.03,True,Active Continuous,2026
DUMMY_EX_501214_006663,0.06,True,Active Continuous,2026
1027,0.06,True,Active Continuous,2026
DUMMY_EX_825457_008687,0.05,True,Active Continuous,2026
DUMMY_EX_635254_009504,0.1,True,Active Continuous,2026
DUMMY_EX_861222_006893,0.04,True,Active Continuous,2026
880,0.0600,True,Active Continuous,2026
DUMMY_EX_161318_006959,0.05,True,Active Continuous,2026
DUMMY_EX_884869_002180,0.01,True,Active Continuous,2026
DUMMY_EX_565017_003596,0.05,True,Active Continuous,2026
DUMMY_EX_335451_005553,0.03,True,Active Continuous,2026
465,0.06,True,Active Continuous,2026
DUMMY_EX_243056_002887,0.0600,True,Active Continuous,2026
DUMMY_EX_755835_005284,0.05,True,Active Continuous,2026
DUMMY_EX_761875_004873,0.05,True,Active Continuous,2026
DUMMY_EX_893018_005726,0.1,True,Active Continuous,2026
DUMMY_EX_242515_002565,0.05,True,Active Continuous,2026
DUMMY_EX_429685_007278,0.03,True,Active Continuous,2026
DUMMY_EX_599529_005933,0.05,True,Active Continuous,2026
DUMMY_EX_688218_005453,0.03,True,Active Continuous,2026
DUMMY_EX_220313_004712,0.06,True,Active Continuous,2026
DUMMY_EX_635281_001811,0.1,True,Active Continuous,2026
DUMMY_EX_461827_009319,0.03,True,Active Continuous,2026
DUMMY_EX_346112_005985,0.03,True,Active Continuous,2026
DUMMY_EX_548139_002722,0.03,True,Active Continuous,2026
922,0.06,True,Active Continuous,2026
DUMMY_EX_803693_004991,0.04,True,Active Continuous,2026
DUMMY_EX_897177_008050,0.03,True,Active Continuous,2026
DUMMY_EX_829190_007053,0.03,True,Active Continuous,2026
DUMMY_NH_283181_000295,0.06,True,Active Continuous,2026
235,0.00,False,Active Continuous,2026
DUMMY_EX_259157_002544,0.06,True,Active Continuous,2026
DUMMY_EX_611430_003863,0.1,True,Active Continuous,2026
DUMMY_EX_959787_006092,0.07,True,Active Continuous,2026
DUMMY_EX_700063_004478,0.03,True,Active Continuous,2026
DUMMY_EX_868195_002700,0.03,True,Active Continuous,2026
DUMMY_EX_572311_006954,0.06,True,Active Continuous,2026
DUMMY_EX_994338_006391,0.03,True,Active Continuous,2026
DUMMY_EX_113220_005838,0.03,True,Active Continuous,2026
DUMMY_EX_982012_008236,0.06,True,Active Continuous,2026
1507,0.06,True,Active Continuous,2026
DUMMY_EX_133480_008448,0.1,True,Active Continuous,2026
255,0.1,True,Active Continuous,2026
DUMMY_EX_600636_005326,0.04,True,Active Continuous,2026
DUMMY_EX_746807_008285,0.1,True,Active Continuous,2026
DUMMY_NH_678865_001151,0.03,True,Active Continuous,2026
DUMMY_EX_572763_005993,0.1,True,Active Continuous,2026
DUMMY_EX_983495_005871,0.03,True,Active Continuous,2026
DUMMY_EX_867033_005882,0.05,True,Active Continuous,2026
DUMMY_EX_666055_006276,0.1,True,Active Continuous,2026
701,0.06,True,Active Continuous,2026
DUMMY_EX_415111_008001,0.09,True,Active Continuous,2026
DUMMY_EX_926018_006517,0.1,True,Active Continuous,2026
DUMMY_EX_495354_005229,0.1,True,Active Continuous,2026
DUMMY_EX_997457_009204,0.03,True,Active Continuous,2026
DUMMY_EX_469493_004560,0.03,True,Active Continuous,2026
DUMMY_EX_757576_008519,0.03,True,Active Continuous,2026
15,0.06,True,Active Continuous,2026
DUMMY_EX_702376_001869,0.05,True,Active Continuous,2026
DUMMY_NH_353679_000333,0.1,True,Active Continuous,2026
DUMMY_EX_657176_002303,0.01,True,Active Continuous,2026
586,0.06,True,Active Continuous,2026
DUMMY_EX_389286_002546,0.04,True,Active Continuous,2026
DUMMY_EX_226086_007939,0.04,True,Active Continuous,2026
DUMMY_EX_728580_007712,0.06,True,Active Continuous,2026
DUMMY_EX_227677_009107,0.03,True,Active Continuous,2026
DUMMY_EX_527815_001632,0.1,True,Active Continuous,2026
DUMMY_EX_912389_006895,0.06,True,Active Continuous,2026
DUMMY_EX_924487_008766,0.06,True,Active Continuous,2026
DUMMY_EX_751552_007168,0.06,True,Active Continuous,2026
DUMMY_NH_267025_001203,0.06,True,Active Continuous,2026
DUMMY_EX_783021_001970,0.09,True,Active Continuous,2026
DUMMY_EX_477395_003661,0.03,True,Active Continuous,2026
DUMMY_EX_429077_009811,0.1,True,Active Continuous,2026
DUMMY_EX_788639_007464,0.05,True,Active Continuous,2026
DUMMY_EX_108636_004307,0.02,True,Active Continuous,2026
DUMMY_EX_994752_006283,0.03,True,Active Continuous,2026
DUMMY_EX_876732_002773,0.07,True,Active Continuous,2026
DUMMY_EX_368493_009793,0.03,True,Active Continuous,2026
DUMMY_EX_330922_004158,0.04,True,Active Continuous,2026
DUMMY_EX_935759_007303,0.03,True,Active Continuous,2026
DUMMY_EX_571852_005335,0.06,True,Active Continuous,2026
DUMMY_EX_849450_007687,0.03,True,Active Continuous,2026
DUMMY_EX_605224_003062,0.1,True,Active Continuous,2026
DUMMY_EX_323578_001923,0.04,True,Active Continuous,2026
DUMMY_EX_206208_005958,0.09,True,Active Continuous,2026
DUMMY_EX_309210_005503,0.06,True,Active Continuous,2026
DUMMY_EX_968476_005472,0.05,True,Active Continuous,2026
DUMMY_EX_796727_008274,0.1,True,Active Continuous,2026
DUMMY_EX_484649_003931,0.06,True,Active Continuous,2026
DUMMY_EX_375872_004353,0.1,True,Active Continuous,2026
DUMMY_NH_533481_001319,0.03,True,Active Continuous,2026
DUMMY_EX_210554_009565,0.06,True,Active Continuous,2026
DUMMY_NH_962290_000029,0.02,True,Active Continuous,2026
DUMMY_NH_333510_000474,0.04,True,Active Continuous,2026
DUMMY_EX_556143_005554,0.06,True,Active Continuous,2026
DUMMY_EX_293733_003949,0.01,True,Active Continuous,2026
DUMMY_EX_352762_007973,0.01,True,Active Continuous,2026
DUMMY_EX_294515_002367,0.04,True,Active Continuous,2026
DUMMY_NH_912164_001137,0.03,True,Active Continuous,2026
DUMMY_EX_227399_002142,0.03,True,Active Continuous,2026
DUMMY_EX_963082_007757,0.05,True,Active Continuous,2026
DUMMY_EX_837714_007674,0.03,True,Active Continuous,2026
DUMMY_EX_332491_001503,0.05,True,Active Continuous,2026
DUMMY_NH_858724_001463,0.00,False,Active Continuous,2026
DUMMY_EX_653151_007856,0.1,True,Active Continuous,2026
DUMMY_EX_945242_005782,0.03,True,Active Continuous,2026
DUMMY_EX_459144_005715,0.03,True,Active Continuous,2026
DUMMY_EX_880829_003258,0.1,True,Active Continuous,2026
DUMMY_EX_838989_004951,0.01,True,Active Continuous,2026
1261,0.1,True,Active Continuous,2026
DUMMY_EX_412559_004552,0.04,True,Active Continuous,2026
DUMMY_EX_447736_004683,0.06,True,Active Continuous,2026
DUMMY_EX_890927_002669,0.03,True,Active Continuous,2026
DUMMY_EX_744241_006464,0.04,True,Active Continuous,2026
DUMMY_EX_246552_006878,0.1,True,Active Continuous,2026
DUMMY_NH_493382_001164,0.07,True,Active Continuous,2026
DUMMY_EX_102102_006011,0.05,True,Active Continuous,2026
DUMMY_EX_949440_006415,0.06,True,Active Continuous,2026
DUMMY_EX_693416_005787,0.1,True,Active Continuous,2026
DUMMY_EX_721560_005405,0.1,True,Active Continuous,2026
DUMMY_EX_826112_005271,0.06,True,Active Continuous,2026
DUMMY_EX_111848_008814,0.03,True,Active Continuous,2026
DUMMY_EX_746062_006465,0.02,True,Active Continuous,2026
DUMMY_EX_497255_009577,0.03,True,Active Continuous,2026
DUMMY_NH_634577_000514,0.05,True,Active Continuous,2026
DUMMY_NH_835748_000034,0.03,True,Active Continuous,2026
DUMMY_EX_250825_008238,0.03,True,Active Continuous,2026
DUMMY_EX_529747_004139,0.03,True,Active Continuous,2026
DUMMY_EX_932522_004512,0.04,True,Active Continuous,2026
DUMMY_EX_419256_006115,0.03,True,Active Continuous,2026
DUMMY_EX_442650_005261,0.02,True,Active Continuous,2026
1436,0.1,True,Active Continuous,2026
DUMMY_NH_182436_000689,0.04,True,Active Continuous,2026
DUMMY_EX_196486_004735,0.1,True,Active Continuous,2026
DUMMY_EX_528476_004397,0.03,True,Active Continuous,2026
DUMMY_NH_186086_000854,0.09,True,Active Continuous,2026
DUMMY_EX_137956_008820,0.1,True,Active Continuous,2026
DUMMY_NH_104371_000043,0.05,True,Active Continuous,2026
DUMMY_EX_851860_005670,0.04,True,Active Continuous,2026
DUMMY_EX_123945_002131,0.03,True,Active Continuous,2026
893,0.1,True,Active Continuous,2026
DUMMY_EX_115219_004965,0.05,True,Active Continuous,2026
1608,0.06,True,Active Continuous,2026
318,0.06,True,Active Continuous,2026
DUMMY_EX_838465_007251,0.03,True,Active Continuous,2026
DUMMY_EX_623085_009261,0.05,True,Active Continuous,2026
DUMMY_EX_172438_004948,0.04,True,Active Continuous,2026
DUMMY_EX_141015_003033,0.02,True,Active Continuous,2026
DUMMY_NH_992395_001196,0.03,True,Active Continuous,2026
DUMMY_EX_923923_006082,0.03,True,Active Continuous,2026
DUMMY_EX_909310_009528,0.05,True,Active Continuous,2026
DUMMY_EX_684262_003501,0.03,True,Active Continuous,2026
DUMMY_NH_246311_000696,0.06,True,Active Continuous,2026
DUMMY_EX_332972_003419,0.04,True,Active Continuous,2026
DUMMY_EX_183325_008000,0.03,True,Active Continuous,2026
DUMMY_EX_872951_005722,0.06,True,Active Continuous,2026
DUMMY_EX_242598_007539,0.03,True,Active Continuous,2026
DUMMY_EX_597513_007422,0.03,True,Active Continuous,2026
DUMMY_EX_580465_007219,0.03,True,Active Continuous,2026
DUMMY_EX_412785_005701,0.03,True,Active Continuous,2026
DUMMY_EX_102567_005108,0.02,True,Active Continuous,2026
DUMMY_EX_914355_002709,0.06,True,Active Continuous,2026
DUMMY_EX_280289_004081,0.0600,True,Active Continuous,2026
DUMMY_EX_725100_006705,0.01,True,Active Continuous,2026
DUMMY_EX_612772_003149,0.03,True,Active Continuous,2026
1251,0.1,True,Active Continuous,2026
1282,0.06,True,Active Continuous,2026
DUMMY_EX_396327_007244,0.04,True,Active Continuous,2026
DUMMY_EX_382336_002624,0.04,True,Active Continuous,2026
406,0.06,True,Active Continuous,2026
DUMMY_EX_826962_009506,0.03,True,Active Continuous,2026
DUMMY_EX_158769_008222,0.09,True,Active Continuous,2026
DUMMY_EX_513164_008009,0.03,True,Active Continuous,2026
DUMMY_EX_177941_001964,0.05,True,Active Continuous,2026
DUMMY_EX_162463_003255,0.1,True,Active Continuous,2026
DUMMY_EX_799650_001510,0.06,True,Active Continuous,2026
DUMMY_EX_254037_007583,0.1,True,Active Continuous,2026
DUMMY_EX_353949_004376,0.05,True,Active Continuous,2026
DUMMY_EX_920264_009411,0.03,True,Active Continuous,2026
DUMMY_EX_211761_008652,0.05,True,Active Continuous,2026
DUMMY_EX_665965_009944,0.1,True,Active Continuous,2026
DUMMY_EX_821443_006700,0.01,True,Active Continuous,2026
49,0.06,True,Active Continuous,2026
DUMMY_EX_497129_009555,0.03,True,Active Continuous,2026
DUMMY_EX_142207_003714,0.03,True,Active Continuous,2026
DUMMY_EX_219705_002830,0.03,True,Active Continuous,2026
DUMMY_EX_600527_009476,0.03,True,Active Continuous,2026
DUMMY_EX_887437_009136,0.1,True,Active Continuous,2026
DUMMY_EX_483743_003206,0.06,True,Active Continuous,2026
DUMMY_NH_312229_000189,0.06,True,Active Continuous,2026
DUMMY_EX_315505_004675,0.04,True,Active Continuous,2026
1425,0.06,True,Active Continuous,2026
DUMMY_EX_734817_005662,0.04,True,Active Continuous,2026
DUMMY_EX_191115_007577,0.06,True,Active Continuous,2026
DUMMY_EX_527330_004230,0.06,True,Active Continuous,2026
DUMMY_NH_817475_001253,0.1,True,Active Continuous,2026
DUMMY_EX_564513_006338,0.06,True,Active Continuous,2026
